SKU,Last_Sale_Date,Category,Monetary,Quantity,Frequency,Recency,Segment,Segment_Name
MEN5031-KR-XXL,2022-06-19,kurta,7536.0,12,12,11,0,Dormant/Low-Performer
MEN5031-KR-XXXL,2022-06-27,kurta,6129.0,10,10,3,0,Dormant/Low-Performer
MEN5032-KR-L,2022-06-08,kurta,19979.0,33,33,22,0,Dormant/Low-Performer
MEN5032-KR-M,2022-06-18,kurta,14669.0,24,24,12,0,Dormant/Low-Performer
MEN5032-KR-S,2022-06-29,kurta,26892.0,39,39,1,0,Dormant/Low-Performer
MEN5032-KR-XL,2022-06-18,kurta,24600.0,38,38,12,0,Dormant/Low-Performer
MEN5032-KR-XXL,2022-06-26,kurta,29705.0,40,39,4,0,Dormant/Low-Performer
MEN5032-KR-XXXL,2022-06-17,kurta,11621.0,17,17,13,0,Dormant/Low-Performer
NW001-TP-PJ-L,2022-06-26,Set,8325.0,15,15,4,0,Dormant/Low-Performer
NW001-TP-PJ-M,2022-06-27,Set,8285.0,15,15,3,0,Dormant/Low-Performer
NW001-TP-PJ-S,2022-06-28,Set,6508.0,12,12,2,0,Dormant/Low-Performer
NW001-TP-PJ-XL,2022-06-26,Set,7607.0,13,13,4,0,Dormant/Low-Performer
NW001-TP-PJ-XS,2022-06-05,Set,2180.0,4,4,25,0,Dormant/Low-Performer
NW001-TP-PJ-XXL,2022-06-22,Set,8181.0,15,15,8,0,Dormant/Low-Performer
NW001-TP-PJ-XXXL,2022-06-27,Set,5131.0,9,9,3,0,Dormant/Low-Performer
NW002-TP-PJ-L,2022-06-27,Set,5982.0,13,13,3,0,Dormant/Low-Performer
NW002-TP-PJ-M,2022-06-15,Set,3735.0,8,8,15,0,Dormant/Low-Performer
NW002-TP-PJ-S,2022-06-05,Set,1384.0,3,3,25,0,Dormant/Low-Performer
NW002-TP-PJ-XL,2022-06-19,Set,3195.0,7,7,11,0,Dormant/Low-Performer
NW002-TP-PJ-XS,2022-04-16,Set,474.0,1,1,75,0,Dormant/Low-Performer
NW002-TP-PJ-XXL,2022-06-18,Set,441.0,1,1,12,0,Dormant/Low-Performer
NW002-TP-PJ-XXXL,2022-06-28,Set,4192.0,9,9,2,0,Dormant/Low-Performer
NW003-TP-PJ-L,2022-06-28,Set,8961.0,18,18,2,0,Dormant/Low-Performer
NW003-TP-PJ-M,2022-06-28,Set,6963.0,14,14,2,0,Dormant/Low-Performer
NW003-TP-PJ-S,2022-06-29,Set,3459.0,7,7,1,0,Dormant/Low-Performer
NW003-TP-PJ-XL,2022-06-25,Set,5988.0,12,12,5,0,Dormant/Low-Performer
NW003-TP-PJ-XS,2022-06-07,Set,3546.0,7,7,23,0,Dormant/Low-Performer
NW003-TP-PJ-XXL,2022-06-10,Set,6020.0,12,12,20,0,Dormant/Low-Performer
NW003-TP-PJ-XXXL,2022-06-21,Set,4497.0,9,9,9,0,Dormant/Low-Performer
NW004-TP-PJ-L,2022-06-26,Set,8623.0,18,18,4,0,Dormant/Low-Performer
NW004-TP-PJ-M,2022-06-22,Set,7167.0,15,15,8,0,Dormant/Low-Performer
NW004-TP-PJ-S,2022-06-22,Set,2884.0,6,6,8,0,Dormant/Low-Performer
NW004-TP-PJ-XL,2022-06-24,Set,5784.0,12,12,6,0,Dormant/Low-Performer
NW004-TP-PJ-XS,2022-06-21,Set,1886.0,4,4,9,0,Dormant/Low-Performer
NW004-TP-PJ-XXL,2022-06-25,Set,6234.0,13,13,5,0,Dormant/Low-Performer
NW004-TP-PJ-XXXL,2022-06-27,Set,12915.0,27,27,3,0,Dormant/Low-Performer
NW005-ST-PJ-L,2022-06-16,Set,11456.0,20,19,14,0,Dormant/Low-Performer
NW005-ST-PJ-M,2022-06-27,Set,13894.0,24,24,3,0,Dormant/Low-Performer
NW005-ST-PJ-S,2022-06-26,Set,7028.0,12,12,4,0,Dormant/Low-Performer
NW005-ST-PJ-XL,2022-06-23,Set,19455.0,34,34,7,0,Dormant/Low-Performer
NW005-ST-PJ-XS,2022-06-11,Set,5277.0,9,9,19,0,Dormant/Low-Performer
NW005-ST-PJ-XXL,2022-06-28,Set,13795.0,24,24,2,0,Dormant/Low-Performer
NW005-ST-PJ-XXXL,2022-06-22,Set,10897.0,19,19,8,0,Dormant/Low-Performer
NW006-ST-SR-L,2022-06-27,Set,496.0,1,1,3,0,Dormant/Low-Performer
NW006-ST-SR-M,2022-06-22,Set,962.0,2,2,8,0,Dormant/Low-Performer
NW006-ST-SR-S,2022-06-22,Set,1989.0,4,4,8,0,Dormant/Low-Performer
NW006-ST-SR-XL,2022-05-17,Set,1473.0,3,3,44,0,Dormant/Low-Performer
NW006-ST-SR-XS,2022-06-24,Set,496.0,1,1,6,0,Dormant/Low-Performer
NW006-ST-SR-XXXL,2022-06-09,Set,1012.0,2,2,21,0,Dormant/Low-Performer
NW007-ST-CP-L,2022-06-03,Set,1657.0,3,3,27,0,Dormant/Low-Performer
NW007-ST-CP-XL,2022-05-01,Set,560.0,1,1,60,0,Dormant/Low-Performer
NW007-ST-CP-XXL,2022-05-20,Set,2777.0,5,5,41,0,Dormant/Low-Performer
NW007-ST-CP-XXXL,2022-06-21,Set,3429.0,6,6,9,0,Dormant/Low-Performer
NW008-ST-CP-L,2022-06-21,Set,3968.0,7,7,9,0,Dormant/Low-Performer
NW008-ST-CP-M,2022-06-05,Set,2838.0,5,5,25,0,Dormant/Low-Performer
NW008-ST-CP-S,2022-06-22,Set,3386.0,6,6,8,0,Dormant/Low-Performer
NW008-ST-CP-XL,2022-06-21,Set,3403.0,6,6,9,0,Dormant/Low-Performer
NW008-ST-CP-XS,2022-04-26,Set,1164.0,2,2,65,0,Dormant/Low-Performer
NW008-ST-CP-XXL,2022-06-26,Set,4009.0,7,7,4,0,Dormant/Low-Performer
NW008-ST-CP-XXXL,2022-06-24,Set,6934.0,12,12,6,0,Dormant/Low-Performer
NW009-ST-CP-L,2022-06-22,Set,6747.0,12,12,8,0,Dormant/Low-Performer
NW009-ST-CP-M,2022-06-26,Set,3920.0,7,7,4,0,Dormant/Low-Performer
NW009-ST-CP-S,2022-06-08,Set,1706.0,3,3,22,0,Dormant/Low-Performer
NW009-ST-CP-XL,2022-06-08,Set,2766.0,5,5,22,0,Dormant/Low-Performer
NW009-ST-CP-XS,2022-06-15,Set,2240.0,4,4,15,0,Dormant/Low-Performer
NW009-ST-CP-XXL,2022-06-23,Set,5118.0,9,9,7,0,Dormant/Low-Performer
NW009-ST-CP-XXXL,2022-05-19,Set,4076.0,7,7,42,0,Dormant/Low-Performer
NW012-TP-PJ-L,2022-06-21,Set,13437.0,25,25,9,0,Dormant/Low-Performer
NW012-TP-PJ-M,2022-06-29,Set,23343.0,44,44,1,0,Dormant/Low-Performer
NW012-TP-PJ-S,2022-06-18,Set,5384.0,10,10,12,0,Dormant/Low-Performer
NW012-TP-PJ-XL,2022-06-26,Set,20327.0,38,38,4,0,Dormant/Low-Performer
NW012-TP-PJ-XS,2022-06-29,Set,16001.0,30,30,1,0,Dormant/Low-Performer
NW012-TP-PJ-XXL,2022-06-29,Set,21778.0,41,41,1,0,Dormant/Low-Performer
NW012-TP-PJ-XXXL,2022-06-24,Set,18700.0,35,35,6,0,Dormant/Low-Performer
NW013-ST-SR-L,2022-06-25,Set,8145.0,17,17,5,0,Dormant/Low-Performer
NW013-ST-SR-M,2022-06-28,Set,8567.0,18,18,2,0,Dormant/Low-Performer
NW013-ST-SR-S,2022-06-23,Set,5728.0,12,12,7,0,Dormant/Low-Performer
NW013-ST-SR-XL,2022-06-14,Set,1942.0,4,4,16,0,Dormant/Low-Performer
NW013-ST-SR-XS,2022-06-14,Set,2881.0,6,6,16,0,Dormant/Low-Performer
NW013-ST-SR-XXL,2022-06-25,Set,6702.0,14,14,5,0,Dormant/Low-Performer
NW013-ST-SR-XXXL,2022-06-24,Set,12507.0,26,26,6,0,Dormant/Low-Performer
NW014-ST-SR-L,2022-06-26,Set,9701.0,18,17,4,0,Dormant/Low-Performer
NW014-ST-SR-M,2022-06-29,Set,8698.0,16,16,1,0,Dormant/Low-Performer
NW014-ST-SR-S,2022-06-25,Set,6534.0,12,12,5,0,Dormant/Low-Performer
NW014-ST-SR-XL,2022-06-28,Set,5407.0,10,10,2,0,Dormant/Low-Performer
NW014-ST-SR-XS,2022-06-29,Set,2148.0,4,4,1,0,Dormant/Low-Performer
NW014-ST-SR-XXL,2022-06-22,Set,6199.0,11,11,8,0,Dormant/Low-Performer
NW014-ST-SR-XXXL,2022-06-27,Set,7617.0,14,14,3,0,Dormant/Low-Performer
NW015-TP-PJ-L,2022-05-21,Set,1034.0,2,2,40,0,Dormant/Low-Performer
NW015-TP-PJ-M,2022-06-20,Set,10584.0,20,20,10,0,Dormant/Low-Performer
NW015-TP-PJ-S,2022-06-15,Set,6677.0,13,13,15,0,Dormant/Low-Performer
NW015-TP-PJ-XL,2022-06-24,Set,3102.0,6,6,6,0,Dormant/Low-Performer
NW015-TP-PJ-XS,2022-06-18,Set,2096.0,4,4,12,0,Dormant/Low-Performer
NW015-TP-PJ-XXL,2022-06-13,Set,13990.0,26,26,17,0,Dormant/Low-Performer
NW015-TP-PJ-XXXL,2022-05-17,Set,1034.0,2,2,44,0,Dormant/Low-Performer
NW016-ST-SR-L,2022-06-27,Set,8046.0,15,15,3,0,Dormant/Low-Performer
NW016-ST-SR-M,2022-06-19,Set,9304.0,17,17,11,0,Dormant/Low-Performer
NW016-ST-SR-S,2022-06-28,Set,13485.0,25,25,2,0,Dormant/Low-Performer
NW016-ST-SR-XL,2022-06-23,Set,9678.0,18,17,7,0,Dormant/Low-Performer
NW016-ST-SR-XS,2022-06-25,Set,9120.0,17,17,5,0,Dormant/Low-Performer
NW016-ST-SR-XXL,2022-06-15,Set,3245.0,6,6,15,0,Dormant/Low-Performer
NW016-ST-SR-XXXL,2022-06-24,Set,5391.0,10,10,6,0,Dormant/Low-Performer
NW020-ST-SR-L,2022-06-27,Set,11883.0,23,23,3,0,Dormant/Low-Performer
NW020-ST-SR-S,2022-05-15,Set,5484.0,10,10,46,0,Dormant/Low-Performer
NW020-ST-SR-XL,2022-06-27,Set,8312.0,16,16,3,0,Dormant/Low-Performer
NW020-ST-SR-XS,2022-05-19,Set,10354.0,19,19,42,0,Dormant/Low-Performer
NW020-ST-SR-XXL,2022-06-20,Set,7908.0,15,15,10,0,Dormant/Low-Performer
NW020-ST-SR-XXXL,2022-06-20,Set,10380.0,20,20,10,0,Dormant/Low-Performer
NW022-TP-PJ-L,2022-04-17,Set,1924.0,3,3,74,0,Dormant/Low-Performer
NW022-TP-PJ-M,2022-04-16,Set,2360.0,4,4,75,0,Dormant/Low-Performer
NW022-TP-PJ-S,2022-04-01,Set,744.0,1,1,90,0,Dormant/Low-Performer
NW022-TP-PJ-XL,2022-05-29,Set,4720.0,8,8,32,0,Dormant/Low-Performer
NW022-TP-PJ-XS,2022-06-26,Set,7234.0,12,12,4,0,Dormant/Low-Performer
NW022-TP-PJ-XXL,2022-06-01,Set,5292.0,9,9,29,0,Dormant/Low-Performer
NW022-TP-PJ-XXXL,2022-06-19,Set,2342.0,4,4,11,0,Dormant/Low-Performer
NW023-ST-SR-L,2022-06-29,Set,517.0,1,1,1,0,Dormant/Low-Performer
NW023-ST-SR-XL,2022-04-02,Set,699.0,1,1,89,0,Dormant/Low-Performer
NW024-TP-PJ-L,2022-05-24,Set,1120.0,2,2,37,0,Dormant/Low-Performer
NW024-TP-PJ-M,2022-05-15,Set,1732.0,3,3,46,0,Dormant/Low-Performer
NW024-TP-PJ-S,2022-06-26,Set,5144.0,9,9,4,0,Dormant/Low-Performer
NW024-TP-PJ-XL,2022-06-12,Set,4610.0,8,8,18,0,Dormant/Low-Performer
NW024-TP-PJ-XS,2022-06-25,Set,3421.0,6,6,5,0,Dormant/Low-Performer
NW024-TP-PJ-XXL,2022-06-19,Set,6816.0,12,12,11,0,Dormant/Low-Performer
NW024-TP-PJ-XXXL,2022-06-22,Set,1689.0,3,3,8,0,Dormant/Low-Performer
NW027-TP-PJ-M,2022-04-17,Set,1839.0,3,3,74,0,Dormant/Low-Performer
NW027-TP-PJ-S,2022-06-16,Set,4291.0,7,7,14,0,Dormant/Low-Performer
NW027-TP-PJ-XL,2022-04-09,Set,613.0,1,1,82,0,Dormant/Low-Performer
NW027-TP-PJ-XS,2022-06-28,Set,2434.0,4,4,2,0,Dormant/Low-Performer
NW027-TP-PJ-XXL,2022-06-13,Set,5517.0,9,9,17,0,Dormant/Low-Performer
NW027-TP-PJ-XXXL,2022-06-12,Set,4291.0,7,7,18,0,Dormant/Low-Performer
NW028-TP-PJ-L,2022-05-10,Set,1102.0,2,2,51,0,Dormant/Low-Performer
NW028-TP-PJ-M,2022-05-01,Set,1689.0,3,3,60,0,Dormant/Low-Performer
NW028-TP-PJ-S,2022-05-09,Set,539.0,1,1,52,0,Dormant/Low-Performer
NW028-TP-PJ-XL,2022-06-28,Set,1641.0,3,3,2,0,Dormant/Low-Performer
NW028-TP-PJ-XS,2022-05-17,Set,539.0,1,1,44,0,Dormant/Low-Performer
NW028-TP-PJ-XXL,2022-05-15,Set,1617.0,3,3,46,0,Dormant/Low-Performer
NW028-TP-PJ-XXXL,2022-05-03,Set,1126.0,2,2,58,0,Dormant/Low-Performer
NW029-ST-SR-L,2022-06-26,Set,6826.0,15,15,4,0,Dormant/Low-Performer
NW029-ST-SR-M,2022-06-03,Set,6050.0,13,13,27,0,Dormant/Low-Performer
NW029-ST-SR-S,2022-06-24,Set,8391.0,18,18,6,0,Dormant/Low-Performer
NW029-ST-SR-XL,2022-06-18,Set,4633.0,10,10,12,0,Dormant/Low-Performer
NW029-ST-SR-XS,2022-06-23,Set,5982.0,13,13,7,0,Dormant/Low-Performer
NW029-ST-SR-XXL,2022-06-24,Set,6486.0,14,14,6,0,Dormant/Low-Performer
NW029-ST-SR-XXXL,2022-06-28,Set,7354.0,16,16,2,0,Dormant/Low-Performer
NW030-TP-PJ-L,2022-06-29,Set,16336.0,28,28,1,0,Dormant/Low-Performer
NW030-TP-PJ-M,2022-06-15,Set,14658.0,25,25,15,0,Dormant/Low-Performer
NW030-TP-PJ-S,2022-06-28,Set,10956.0,19,19,2,0,Dormant/Low-Performer
NW030-TP-PJ-XL,2022-06-07,Set,17778.0,30,30,23,0,Dormant/Low-Performer
NW030-TP-PJ-XS,2022-06-28,Set,12035.0,21,20,2,0,Dormant/Low-Performer
NW030-TP-PJ-XXL,2022-06-25,Set,16455.0,28,28,5,0,Dormant/Low-Performer
NW030-TP-PJ-XXXL,2022-05-24,Set,4656.0,8,8,37,0,Dormant/Low-Performer
NW031-TP-PJ-L,2022-05-14,Set,2978.0,5,5,47,0,Dormant/Low-Performer
NW031-TP-PJ-M,2022-06-25,Set,9049.0,15,15,5,0,Dormant/Low-Performer
NW031-TP-PJ-S,2022-06-03,Set,3526.0,6,6,27,0,Dormant/Low-Performer
NW031-TP-PJ-XL,2022-06-11,Set,1746.0,3,3,19,0,Dormant/Low-Performer
NW031-TP-PJ-XS,2022-05-30,Set,3543.0,6,6,31,0,Dormant/Low-Performer
NW031-TP-PJ-XXL,2022-06-23,Set,5255.0,9,9,7,0,Dormant/Low-Performer
NW031-TP-PJ-XXXL,2022-06-20,Set,3492.0,6,6,10,0,Dormant/Low-Performer
NW032-ST-CP-L,2022-06-29,Set,3493.0,7,7,1,0,Dormant/Low-Performer
NW032-ST-CP-M,2022-06-18,Set,1996.0,4,4,12,0,Dormant/Low-Performer
NW032-ST-CP-S,2022-06-03,Set,496.0,1,1,27,0,Dormant/Low-Performer
NW032-ST-CP-XL,2022-06-19,Set,3478.0,7,7,11,0,Dormant/Low-Performer
NW032-ST-CP-XS,2022-05-19,Set,496.0,1,1,42,0,Dormant/Low-Performer
NW032-ST-CP-XXL,2022-06-29,Set,3493.0,7,7,1,0,Dormant/Low-Performer
NW032-ST-CP-XXXL,2022-06-20,Set,1969.0,4,3,10,0,Dormant/Low-Performer
NW033-ST-CP-L,2022-06-22,Set,1099.0,2,2,8,0,Dormant/Low-Performer
NW033-ST-CP-M,2022-05-03,Set,582.0,1,1,58,0,Dormant/Low-Performer
NW033-ST-CP-S,2022-04-14,Set,1164.0,2,2,77,0,Dormant/Low-Performer
NW033-ST-CP-XL,2022-06-21,Set,541.0,1,1,9,0,Dormant/Low-Performer
NW033-ST-CP-XS,2022-06-17,Set,3396.0,6,6,13,0,Dormant/Low-Performer
NW033-ST-CP-XXL,2022-06-23,Set,2280.0,4,4,7,0,Dormant/Low-Performer
NW033-ST-CP-XXXL,2022-06-21,Set,2780.0,5,5,9,0,Dormant/Low-Performer
NW034-TP-PJ-L,2022-06-18,Set,8617.0,14,13,12,0,Dormant/Low-Performer
NW034-TP-PJ-M,2022-06-17,Set,7933.0,13,13,13,0,Dormant/Low-Performer
NW034-TP-PJ-S,2022-05-26,Set,1226.0,2,2,35,0,Dormant/Low-Performer
NW034-TP-PJ-XL,2022-06-17,Set,16407.0,27,26,13,0,Dormant/Low-Performer
NW034-TP-PJ-XS,2022-06-23,Set,8689.0,14,14,7,0,Dormant/Low-Performer
NW034-TP-PJ-XXL,2022-06-26,Set,15539.0,25,25,4,0,Dormant/Low-Performer
NW034-TP-PJ-XXXL,2022-06-13,Set,13414.0,22,22,17,0,Dormant/Low-Performer
NW035-ST-CP-L,2022-06-18,Set,2311.0,4,4,12,0,Dormant/Low-Performer
NW035-ST-CP-M,2022-06-17,Set,4125.0,7,7,13,0,Dormant/Low-Performer
NW035-ST-CP-S,2022-06-19,Set,2345.0,4,4,11,0,Dormant/Low-Performer
NW035-ST-CP-XL,2022-06-05,Set,582.0,1,1,25,0,Dormant/Low-Performer
NW035-ST-CP-XS,2022-06-28,Set,4125.0,7,7,2,0,Dormant/Low-Performer
NW035-ST-CP-XXL,2022-06-08,Set,2961.0,5,5,22,0,Dormant/Low-Performer
NW035-ST-CP-XXXL,2022-06-21,Set,4873.0,8,8,9,0,Dormant/Low-Performer
NW036-ST-SR-L,2022-06-24,Set,539.0,1,1,6,0,Dormant/Low-Performer
NW036-ST-SR-M,2022-06-28,Set,2156.0,4,4,2,0,Dormant/Low-Performer
NW036-ST-SR-S,2022-06-28,Set,3757.0,7,7,2,0,Dormant/Low-Performer
NW036-ST-SR-XS,2022-05-29,Set,1617.0,3,3,32,0,Dormant/Low-Performer
NW036-ST-SR-XXL,2022-06-12,Set,1078.0,2,2,18,0,Dormant/Low-Performer
NW036-ST-SR-XXXL,2022-05-19,Set,1102.0,2,2,42,0,Dormant/Low-Performer
NW037-TP-SR-L,2022-06-14,Set,9850.0,22,21,16,0,Dormant/Low-Performer
NW037-TP-SR-M,2022-06-18,Set,6257.0,14,14,12,0,Dormant/Low-Performer
NW037-TP-SR-S,2022-06-29,Set,4496.0,10,10,1,0,Dormant/Low-Performer
NW037-TP-SR-XL,2022-06-24,Set,6292.0,14,14,6,0,Dormant/Low-Performer
NW037-TP-SR-XS,2022-06-09,Set,4470.0,10,10,21,0,Dormant/Low-Performer
NW037-TP-SR-XXL,2022-06-12,Set,7631.0,17,17,18,0,Dormant/Low-Performer
NW037-TP-SR-XXXL,2022-05-07,Set,3570.0,8,8,54,0,Dormant/Low-Performer
NW038-ST-SR-L,2022-06-04,Set,2052.0,4,4,26,0,Dormant/Low-Performer
NW038-ST-SR-M,2022-05-20,Set,1034.0,2,2,41,0,Dormant/Low-Performer
NW038-ST-SR-XL,2022-06-25,Set,4661.0,9,9,5,0,Dormant/Low-Performer
NW038-ST-SR-XS,2022-05-20,Set,517.0,1,1,41,0,Dormant/Low-Performer
NW038-ST-SR-XXL,2022-06-25,Set,4168.0,8,8,5,0,Dormant/Low-Performer
NW038-ST-SR-XXXL,2022-06-24,Set,1551.0,3,3,6,0,Dormant/Low-Performer
NW038-TP-SR-L,2022-04-18,Set,541.0,1,1,73,0,Dormant/Low-Performer
NW039-TP-SR-L,2022-06-26,Set,4924.0,10,10,4,0,Dormant/Low-Performer
NW039-TP-SR-M,2022-06-18,Set,6424.0,13,13,12,0,Dormant/Low-Performer
NW039-TP-SR-S,2022-06-29,Set,5449.0,11,11,1,0,Dormant/Low-Performer
NW039-TP-SR-XL,2022-06-26,Set,5457.0,11,11,4,0,Dormant/Low-Performer
NW039-TP-SR-XS,2022-06-09,Set,2974.0,6,6,21,0,Dormant/Low-Performer
NW039-TP-SR-XXL,2022-06-22,Set,3949.0,8,8,8,0,Dormant/Low-Performer
NW039-TP-SR-XXXL,2022-06-06,Set,5940.0,12,12,24,0,Dormant/Low-Performer
PJ0096-KR-N-4XL,2022-06-22,kurta,5303.0,5,5,8,0,Dormant/Low-Performer
PJ0096-KR-N-5XL,2022-06-23,kurta,15392.0,17,17,7,0,Dormant/Low-Performer
PJ0096-KR-N-6XL,2022-05-19,kurta,8480.0,10,10,42,0,Dormant/Low-Performer
PJNE1906-KR-N-4XL,2022-06-29,kurta,7876.0,10,9,1,0,Dormant/Low-Performer
PJNE1906-KR-N-5XL,2022-06-26,kurta,6706.0,9,9,4,0,Dormant/Low-Performer
PJNE1906-KR-N-6XL,2022-06-18,kurta,2860.0,4,4,12,0,Dormant/Low-Performer
PJNE2014-KR-N-4XL,2022-06-25,kurta,10618.0,18,18,5,0,Dormant/Low-Performer
PJNE2014-KR-N-5XL,2022-06-26,kurta,17632.0,26,26,4,0,Dormant/Low-Performer
PJNE2014-KR-N-6XL,2022-06-28,kurta,29515.0,42,42,2,0,Dormant/Low-Performer
PJNE2100-KR-N-4XL,2022-06-27,kurta,9929.0,15,14,3,0,Dormant/Low-Performer
PJNE2100-KR-N-5XL,2022-05-31,kurta,21914.0,34,34,30,0,Dormant/Low-Performer
PJNE2100-KR-N-6XL,2022-06-24,kurta,27042.0,45,45,6,0,Dormant/Low-Performer
PJNE2171-KR-N-4XL,2022-05-28,kurta,12089.0,11,11,33,0,Dormant/Low-Performer
PJNE2171-KR-N-5XL,2022-06-24,kurta,26440.0,25,25,6,0,Dormant/Low-Performer
PJNE2171-KR-N-6XL,2022-06-18,kurta,35213.0,34,34,12,0,Dormant/Low-Performer
PJNE2199-KR-N-4XL,2022-06-29,kurta,28988.0,47,47,1,0,Dormant/Low-Performer
PJNE2199-KR-N-5XL,2022-06-25,kurta,28714.0,45,45,5,0,Dormant/Low-Performer
PJNE2199-KR-N-6XL,2022-06-28,kurta,49639.0,73,73,2,0,Dormant/Low-Performer
PJNE2270-KR-N-4XL,2022-06-20,kurta,6379.0,7,7,10,0,Dormant/Low-Performer
PJNE2270-KR-N-5XL,2022-06-20,kurta,6716.0,7,7,10,0,Dormant/Low-Performer
PJNE2270-KR-N-6XL,2022-06-21,kurta,6462.0,6,6,9,0,Dormant/Low-Performer
PJNE3068-KR-4XL,2022-06-27,kurta,52472.0,53,53,3,0,Dormant/Low-Performer
PJNE3068-KR-5XL,2022-06-24,kurta,26507.0,25,25,6,0,Dormant/Low-Performer
PJNE3068-KR-6XL,2022-06-27,kurta,48934.0,50,50,3,0,Dormant/Low-Performer
PJNE3252-KR-N-4XL,2022-06-24,kurta,18324.0,23,23,6,0,Dormant/Low-Performer
PJNE3252-KR-N-5XL,2022-06-25,kurta,27432.0,31,31,5,0,Dormant/Low-Performer
PJNE3252-KR-N-6XL,2022-06-29,kurta,51515.0,60,60,1,0,Dormant/Low-Performer
PJNE3291-KR-4XL,2022-06-27,kurta,11297.0,13,13,3,0,Dormant/Low-Performer
PJNE3291-KR-5XL,2022-06-27,kurta,17321.0,22,22,3,0,Dormant/Low-Performer
PJNE3291-KR-6XL,2022-06-27,kurta,25582.0,32,32,3,0,Dormant/Low-Performer
PJNE3363-KR-N-4XL,2022-06-27,kurta,3508.0,5,5,3,0,Dormant/Low-Performer
PJNE3363-KR-N-5XL,2022-06-21,kurta,15282.0,21,20,9,0,Dormant/Low-Performer
PJNE3363-KR-N-6XL,2022-06-28,kurta,4584.0,6,6,2,0,Dormant/Low-Performer
PJNE3364-KR-4XL,2022-06-08,kurta,2124.0,3,3,22,0,Dormant/Low-Performer
PJNE3364-KR-5XL,2022-06-10,kurta,8972.0,12,12,20,0,Dormant/Low-Performer
PJNE3364-KR-6XL,2022-06-13,kurta,10620.0,15,15,17,0,Dormant/Low-Performer
PJNE3368-KR-4XL,2022-06-28,kurta,11891.0,15,15,2,0,Dormant/Low-Performer
PJNE3368-KR-5XL,2022-06-23,kurta,16566.0,22,22,7,0,Dormant/Low-Performer
PJNE3368-KR-6XL,2022-06-28,kurta,16334.0,21,21,2,0,Dormant/Low-Performer
PJNE3373-KR-N-4XL,2022-06-29,kurta,19197.0,24,24,1,0,Dormant/Low-Performer
PJNE3373-KR-N-5XL,2022-06-23,kurta,8528.0,11,11,7,0,Dormant/Low-Performer
PJNE3373-KR-N-6XL,2022-06-28,kurta,50705.0,67,66,2,0,Dormant/Low-Performer
PJNE3399-KR-N-4XL,2022-06-28,kurta,25272.0,37,37,2,0,Dormant/Low-Performer
PJNE3399-KR-N-5XL,2022-06-29,kurta,32229.0,46,46,1,0,Dormant/Low-Performer
PJNE3399-KR-N-6XL,2022-06-28,kurta,48182.0,68,68,2,0,Dormant/Low-Performer
PJNE3404-KR-N-4XL,2022-06-23,kurta,3493.0,5,5,7,0,Dormant/Low-Performer
PJNE3404-KR-N-5XL,2022-05-25,kurta,2155.0,3,3,36,0,Dormant/Low-Performer
PJNE3404-KR-N-6XL,2022-05-24,kurta,2276.0,4,4,37,0,Dormant/Low-Performer
PJNE3405-KR-N-4XL,2022-04-05,kurta,962.0,2,2,86,0,Dormant/Low-Performer
PJNE3405-KR-N-5XL,2022-05-03,kurta,7217.0,12,12,58,0,Dormant/Low-Performer
PJNE3405-KR-N-6XL,2022-05-13,kurta,2207.0,4,4,48,0,Dormant/Low-Performer
PJNE3421-KR-N-4XL,2022-06-27,kurta,6475.0,7,7,3,0,Dormant/Low-Performer
PJNE3421-KR-N-5XL,2022-06-25,kurta,6475.0,7,7,5,0,Dormant/Low-Performer
PJNE3421-KR-N-6XL,2022-06-26,kurta,9085.0,10,10,4,0,Dormant/Low-Performer
PJNE3423-KR-N-4XL,2022-06-27,kurta,6453.0,9,9,3,0,Dormant/Low-Performer
PJNE3423-KR-N-5XL,2022-06-27,kurta,10278.0,15,15,3,0,Dormant/Low-Performer
PJNE3423-KR-N-6XL,2022-06-28,kurta,5295.0,7,7,2,0,Dormant/Low-Performer
PJNE3439-KR-N-4XL,2022-06-25,kurta,2775.0,3,3,5,0,Dormant/Low-Performer
PJNE3439-KR-N-5XL,2022-05-15,kurta,925.0,1,1,46,0,Dormant/Low-Performer
PJNE3440-KR-N-4XL,2022-06-25,kurta,11018.0,17,17,5,0,Dormant/Low-Performer
PJNE3440-KR-N-5XL,2022-06-29,kurta,19388.0,28,28,1,0,Dormant/Low-Performer
PJNE3440-KR-N-6XL,2022-06-29,kurta,15843.0,21,21,1,0,Dormant/Low-Performer
PJNE3445-KR-N-4XL,2022-06-11,kurta,925.0,1,1,19,0,Dormant/Low-Performer
PJNE3445-KR-N-5XL,2022-06-21,kurta,4460.0,5,5,9,0,Dormant/Low-Performer
PJNE3445-KR-N-6XL,2022-06-28,kurta,3700.0,4,4,2,0,Dormant/Low-Performer
PJNE3568-KR-N-4XL,2022-06-23,kurta,7007.0,10,10,7,0,Dormant/Low-Performer
PJNE3568-KR-N-5XL,2022-06-28,kurta,8384.0,11,11,2,0,Dormant/Low-Performer
PJNE3568-KR-N-6XL,2022-05-30,kurta,8959.0,13,13,31,0,Dormant/Low-Performer
PJNE3607-KR-4XL,2022-06-26,kurta,4486.0,6,6,4,0,Dormant/Low-Performer
PJNE3607-KR-5XL,2022-06-18,kurta,11487.0,15,15,12,0,Dormant/Low-Performer
